t,content,content_tokenized
0,背景社群平台、通訊軟體流傳訊息指出：「冠狀病毒在抵達肺部前會停留在喉嚨四天，這時候這個人會開始咳嗽及喉嚨痛，如果他喝大量的水，並且以溫水加鹽巴或醋來漱口，可以消除病毒。」圖1：通訊軟體流傳訊息擷圖圖2：此謠言也在網路上以圖片形式流傳。,背景 社群 平台 通訊 軟體 流傳訊息 指出 冠狀 病毒 在 抵達 肺部 前會 停留 在 喉嚨 四天 這 時候 這個 人會 開始 咳嗽 及 喉嚨 痛 如果 他 喝 大量 的 水 並且 以 溫水加鹽巴 或 醋 來 漱口 可以 消除 病毒 圖 1 通訊 軟體 流傳訊息 擷 圖 圖 2 此 謠言 也 在 網 路上 以 圖片 形式 流傳
0,背景網傳「太極米漿粥：來自桂林古本傷寒雜病論，靠白米就能重拾健康的本源療法...一杯白米兌二十杯水，將米粒煮到完全化開即完成。可改善頭痛、過敏、胃潰瘍、氣喘、扭傷、蜂窩性組織炎、精神疾病、失眠、不孕……」查核中心檢索相關資料，此訊息出自紫林齋主著作《太極米漿粥：來自桂林古本傷寒雜病論，靠白米就能重拾健康的本源療法》。該書有關紫林齋主的簡介為「...13年前曾罹患膽結石，不定時炸裂的劇痛，讓他試過各種排石偏方，更一度想開刀把膽拿掉，後來因緣際會下他轉而尋求中醫的力量，從而發現失傳千年桂林古本《傷寒雜病論》的養生方法，成功自療。」圖1：網傳訊息擷圖圖2：網傳訊息擷圖,背景 網傳 太極 米 漿 粥 來 自 桂林 古本 傷 寒雜 病論 靠 白米 就 能 重拾 健康 的 本源 療法 ... 一杯 白米 兌 二 十杯水 將 米粒 煮 到 完全 化開 即 完成 可 改善 頭痛 過敏 胃潰瘍 氣喘 扭傷 蜂窩性 組織 炎 精神疾病 失眠 不孕 查核 中心 檢索 相關 資料 此 訊 息 出自 紫林齋 主 著作 太極 米 漿 粥 來 自 桂林 古本 傷 寒雜 病論 靠 白米 就 能 重拾 健康 的 本源 療法 該書 有 關紫林 齋 主 的 簡 介為 ...13 年前 曾 罹患 膽 結石 不定 時 炸裂 的 劇痛 讓 他 試 過 各種 排石 偏方 更 一度 想開 刀把 拿掉 後 來 因 緣際 會 下 他 轉而 尋求 中醫 的 力量 從而 發現 失傳 千年 桂林 古本 傷 寒雜 病論 的 養生 方法 成功 自療 圖 1 網傳訊息 擷 圖 圖 2 網傳訊息 擷圖
0,背景社群平台流傳一張日本防衛大臣河野太郎推特圖，圖片中顯示該文為2月28日發布，推文內容為：「來自台灣的五十萬口罩安定下來，為台灣的安全祈禱」。分享或散布此圖片者搭配文字宣稱：「偷偷捐口罩給日本嗎？難怪台灣人7天才能買2個」、「嚴禁出口？不是說口罩不夠要先去自保嗎？」。圖1：網傳訊息截圖,背景 社群 平台 流傳 一張 日本 防衛 大臣 河野 太郎 推 特圖 圖 片中 顯示 該文 為 2 月 28 日 發布 推文 內容 為 來 自 台灣 的 五十 萬 口罩 安定 下來 為 台灣 的 安全 祈禱 分享 或 散布 此 圖片 者 搭配 文字 宣稱 偷偷 捐 口罩 給 日本 難 怪 台灣 人 7 天 才能 買 2 個 嚴禁 出口 不是 說 口罩 不夠 要 先 去 自保 圖 1 網傳訊息 截圖
0,背景社群平台、通訊軟體流傳一支影片，搭配訊息宣稱：「報載4000億蝗蟲飛到印度7天內全部絕跡。你知道印度怎麼辦到的？鹽酥蝗蟲，美味上菜囉！」圖1：社群平台流傳訊息擷圖圖2：網傳影片擷圖,背景 社群 平台 通訊 軟體 流傳 一支 影片 搭配 訊息 宣稱 報載 4000 億 蝗蟲 飛到 印度 7 天內 全部 絕跡 你 知道 印度 怎麼 辦到 的 鹽 酥 蝗蟲 美味 上菜 圖 1 社群 平台 流傳訊息 擷 圖 圖 2 網傳 影片 擷 圖
0,背景社群平台、通訊軟體流傳一支影片，搭配訊息宣稱：「報載4000億蝗蟲飛到印度7天內全部絕跡。你知道印度怎麼辦到的？鹽酥蝗蟲，美味上菜囉！」圖1：社群平台流傳訊息擷圖圖2：網傳影片擷圖,背景 社群 平台 通訊 軟體 流傳 一支 影片 搭配 訊息 宣稱 報載 4000 億 蝗蟲 飛到 印度 7 天內 全部 絕跡 你 知道 印度 怎麼 辦到 的 鹽 酥 蝗蟲 美味 上菜 圖 1 社群 平台 流傳訊息 擷 圖 圖 2 網傳 影片 擷 圖
0,背景影音平台3月5日流傳影片，其中文標題宣稱「特朗普終於承認，新冠肺炎就是之前的美國流感」該影片也在社群媒體流傳。圖1：擷自影音平台圖2：擷自社群平台,背景 影音 平台 3 月 5 日 流傳 影片 其中 文標題 宣稱 特朗普 終於承 認 新冠 肺炎 就是 之前 的 美國 流感 影片 也 在 社群 媒體 流傳 圖 1 擷自 影音 平台 圖 2 擷自 社群 平台
0,"背景近期有名嘴在電視節目宣稱「如果有源頭的話，這個論文直指美國是（新冠病毒）源頭」。同時，社群平台亦流傳類似訊息，指稱：「鍾南山院士已在電視發表講話，武漢新冠狀病毒不是真正病毒來源。""新冠狀病毒系列有5種：ABCDE""蝙蝠袖BAT(H52)然後變異H53 >人傳人 H13(簡稱A家族：爺爺)。再變異序列號H3(簡稱B家族：奶奶)。序列號再變異H1(簡稱C家族：兒子)，中國武漢病毒事件。序列號再變異H56(簡稱D家族：孫子)，台灣、澳洲，美國全世界等地區病毒事件。序列號再變異MV56(簡稱E家族：曾孫子)，台灣、澳洲，尤其中東及歐洲等。事實上，美國才是全世界等病毒事件發源地。」通訊軟體亦流傳訊息指出：「據科學家對新冠病毒定序，目前發現共有A、B、C、D、E五大種家族，大陸僅有C類，美國則五類俱有，台灣則有C、E二類，故大陸首席專家锺南山昨天在央視表示，新冠在大陸爆發，但病源不在大陸，而在外面，另有大陸専家明指病源來自美國及台灣。另據媒體報導，蘇聯安全局宣稱，據投誠喬治亞安全局長情資，美國設在該國生化實驗室正研發針對亞洲人種基因的生化武器。日媒及台大專家質疑，自去年10月至今，美國流感確診病有2000萬人，死亡14000餘人，因美國檢驗費昂貴，未續檢新冠病毒，故其中至少可能有1400以上恐係染新冠病毒。另美國喬治亞大學報告，新冠第一例似在去年9月發生。」圖1：有名嘴在政論節目上宣稱「這個論文直指美國是（新冠病毒）源頭」圖2：社群平台流傳訊息擷圖圖3：社群平台流傳訊息擷圖",背景 近期 有名 嘴 在 電視 節目 宣稱 如果 有源 頭 的 話 這個 論文 直指 美國 是 新冠 病毒 源頭 同時 社群 平台 亦 流傳 類似訊息 指稱 鍾 南山 院士 已 在 電視 發表 講話 武漢 新冠 狀 病毒 不是 真正 病毒 來源 新 冠狀 病毒 系列 有 5 種 ABCDE 蝙蝠 袖 BAT H52 然 後 變異 H53 人 傳人 H13 簡稱 A 家族 爺爺 再 變異 序列 號 H3 簡稱 B 家族 奶奶 序列 號 再 變異 H1 簡稱 C 家族 兒子 中國 武漢 病毒 事件 序列 號 再 變異 H56 簡稱 D 家族 孫子 台灣 澳洲 美國 全世界 等 地區 病毒 事件 序列 號 再 變異 MV56 簡稱 E 家族 曾孫子 台灣 澳洲 尤其 中東 及 歐洲 等 事實上 美國 才 是 全世界 等 病毒 事件 發 源地 通訊 軟體 亦 流 傳訊息 指出 據 科學家 對 新冠 病毒 定序 目前 發現 共有 五大 家族 大陸 僅 有 C 類 美國 則 五類 俱 有 台灣 則 有 C E 二類 故 大陸 首席 專家 锺 南山 昨天 在 央視 表示 新冠 在 大陸 爆發 但 病源 不 在 大陸 而 在 外面 另 有 大 陸 専 家 明 指 病源 來 自 美國 及 台灣 另 據 媒體 報導 蘇聯 安全局 宣稱 據 投誠 喬治亞 安全局 長情 資 美國 設 在 該國 生化 實驗室 正 研發 針對 亞洲 人種 基因 的 生化武器 日 媒 及 台大 專家 質疑 自 去年 10 月 至今 美國 流感 確診 病 有 2000 萬 人 死亡 14000 餘 人 因 美國 檢驗 費昂貴 未續 檢新 冠 病毒 故 其中 至少 可能 有 1400 以上 恐 係 染 新 冠 病毒 另 美國 喬治亞 大學 報告 新冠 第一例 似在 去年 9 月 發生 圖 1 有名 嘴 在 政論 節目 上 宣稱 這個 論文 直指 美國 是 新冠 病毒 源頭 圖 2 社群 平台 流傳訊息 擷 圖 圖 3 社群 平台 流傳訊息 擷圖
0,背景通訊軟體流傳一張圖片，標題為「市自來水公司提醒」，簡體字內文指出：「市自來水公司提醒：疫情非常時期，自來水中處理過程中在允許的範圍內加大了氯氣的注入。請大家在用水時，特別是燒開水、煮飯用水前要把水裝出來，最少靜置兩小時以上再用。這樣會更健康！~~~這條消息也轉給你的親朋好友們！」。圖1：網傳訊息擷圖,背景 通訊 軟體 流傳 一張 圖片 標題 為 市 自來 水 公司 提醒 簡體 字 內 文 指出 市 自來 水 公司 提醒 疫情 非常 時期 自來 水中 處理 過程 中 在 允許 的 範圍 內 加大 了 氯氣 的 注入 請 大家 在 用水 時 特別 是 燒開 水 煮 飯 用水 前 要 把 水裝 出來 最少 靜置 兩 小 時 以上 再 用 這樣 會 更 健康 這條 消息 也 轉給 你 的 親朋 好友 們 圖 1 網傳訊息 擷圖
0,背景社群平台從2月22日流傳兩張照片和一段影片，文字說明為「数萬韓國人上街游行，要求驅逐中國人！現在中國人在世界上就是病毒的代名詞，四十年來好不容易有点好轉的形象毀于一旦，全部都拜CCP所赐！ 全球排華越演越烈。文在寅要完蛋嘍。」網傳影像為兩張圖（圖左為A、圖左為B），下方則是影片（影片C）；影片聲音則是韓文的抗議聲。圖1：擷自網傳貼文,背景 社群 平台 從 2 月 22 日 流傳 兩張 照片 和 一段 影片 文字 說明 為 数萬 韓國 人 上街 游行 要求 驅逐 中國 人 現在 中國 人 在世界上 就是 病毒 的 代名 四十年 來 好不容易 有点 好轉 的 形象 毀于 一旦 全部 都 拜 CCP 所赐 全球 排華 越 演越 烈 文在寅 要 完蛋 網傳 影像 為 兩張 圖 圖 左 為 A 圖 左 為 B 下方 則 是 影片 影片 影片 聲音 則 是 韓文 的 抗議 聲 圖 1 擷 自網 傳貼 文
0,背景影音平台2020年3月6日上傳一段14秒的影片，內容為某處發生大火，道路行車緩慢前進，有消防人員抵達現場，也有民眾拿著物品下車逃跑。該影片標題宣稱「3月 6 日，中南海軍事內鬥，出逃的戰機在天津武清區域被擊落，百姓遭殃」。此外，另一版本的影片說明為：「【公民记者】天津武清 軍機墜毀現場 近距離視頻來了！死傷不小 共匪休矣～」。影片底下的圖說為：「共匪邪惡毒瘤據說土匪窩中南海軍事內斗 ，出逃的戰機在天津武清區域被擊落，火光衝天 共匪暴政血腥統治下，大陸各地如人間地獄 世界末日，滅共匪你我己任是時候行動了。」圖1：網傳影片擷圖圖2：網傳影片擷圖,背景 影音 平台 2020 年 3 月 6 日 上 傳 一段 14 秒 的 影片 內容 為 某處 發生 大火 道路 行車 緩慢 前進 有 消防人 員 抵達 現場 也 有 民眾 拿著 物品 下車 逃跑 影片 標題 宣稱 3 月 日 中南海 軍事 內 鬥 出逃 的 戰機 在 天津 武清 區域 被 擊落 百姓遭殃 此外 另 一 版本 的 影片 說明 為 公民 记者 天津 武清 軍機 墜毀 現場 近距 離視 頻來 了 死傷 不小 共匪 休 矣 影片 底下 的 圖 說 為 共匪 邪 惡 毒瘤 據 說 土匪 中南海 軍事 內 斗 出逃 的 戰機 在 天津 武清 區域 被 擊落 火光 衝 天 共匪 暴政 血腥 統治 下 大陸 各地 如 人間 地獄 世界末日 滅 共匪 你 我 己任 是 時候 行動 了 圖 1 網傳 影片 擷 圖 圖 2 網傳 影片 擷 圖
0,背景社群平台、影音平台於3月8日上傳中國代表於WHO發言片段，表示：「台灣研發成功快篩，中國在WHO搶收割～ 」。網傳影片也宣稱：「台灣中研院 獨步全球 19天達陣！ 研發出15分鐘新冠肺炎確診快篩試劑，正當台灣人高興之時～中國日前 在WHO會場上對各國宣示：中國台灣省與北京中央已作了了數十次的相互通報mutual report 相互報告，台灣的專家也到 武漢進行的訪問，對疫情有第一手的瞭解 所以，我們覺得，中國中央政府，在保護中國臺灣省同胞的健康、福祉上面，可以說是非常真誠且有效～同時包含於此疫情相關的台灣所有的技術知識的安排，中國臺灣省能夠通過兩岸的渠道和世衛組織 WHO獲取疫情的信心！台灣是中國的一部份這個事實無法改變～」此貼文發布後，有多家媒體轉載貼文加以報導。 圖1：網傳貼文、影片擷圖圖2：網傳貼文、影片擷圖圖3：媒體報導擷圖圖4：媒體報導擷圖圖5：媒體報導擷圖,背景 社群 平台 影音 平台 於 3 月 8 日 上傳 中國 代表 於 WHO 發言 片段 表示 台灣 研發 成功 快 篩 中國 在 WHO 搶 收割 網傳 影片 也 宣稱 台灣 中研院 獨步 全球 19 天達 陣 研發 出 15 分鐘 新冠 肺炎 確診 快 篩 試劑 正 當 台灣人高興 之 時 中國 日前 在 WHO 會場 上 對 各國 宣示 中國 台灣省 與 北京 中央 已 作了 了 數 十次 的 相互 通報 mutual report 相互 報告 台灣 的 專家 也 到 武漢 進行 的 訪問 疫情 有 第一手 的 瞭解 所以 我們 覺得 中國 中央政府 在 保護 中 國 臺 灣 省 同胞 的 健康 福祉 上面 可以 說 是 非常 真誠 且 有效 同時 包含 於 此 疫情 相關 的 台灣 所有 的 技術 知識 的 安排 中 國 臺 灣 省 能 夠 通 過 兩 岸 的 渠道 和 世衛組織 WHO 獲取 疫情 的 信心 台灣 是 中國 的 一部 份 這個 事實無法改變 此 貼 文 發布 後 有 多家 媒體 轉載 貼 文 加以 報導 圖 1 網傳貼 文 影片 擷 圖 圖 2 網傳貼 文 影片 擷 圖 圖 3 媒體 報導 擷 圖 圖 4 媒體 報導 擷 圖 圖 5 媒體 報導 擷圖
0,背景社群平台流傳一張X光圖片，搭配文字宣稱：「#這是中國一位醫生幫患者照X光。#最後醫生因此吃素了。#敬請戒殺.放生.吃素.念佛~#南無阿彌陀佛」圖1：社群平台流傳訊息擷圖,背景 社群 平台 流傳 一張 X光 圖片 搭配 文字 宣稱 這 是 中國 一位 醫生 幫 患者 照 X光 最 後 醫生 因此 吃素 了 敬請 戒殺 . 放生 吃素 念佛 南 無 阿彌陀佛 圖 1 社群 平台 流傳訊息 擷圖
0,背景網路文章在3月3日刊登，「性工作者染武漢肺炎！ 西班牙有86名嫖客被下令關在妓院隔離14天」? 圖1：擷自網路文章,背景 網路 文章 在 3 月 3 日 刊登 性工作者 染 武漢 肺炎 西班牙 有 86 名 嫖客 被 下令 關在 妓院 隔離 14 天 圖 1 擷自 網路 文章
0,背景一段遊行影片於2月22日開始流傳，文字說明為「義大利排華遊行」。影片中，可以聽到一個男性旁白說：「完蛋了，義大利要完蛋了。排華了。」此影片在社群平台流傳，有貼文指稱，「繼韓國後，意大利排華登場了！多年來華人自豪於中國強大，兩頭通吃，現在成了臭蟲，人人喊打！法西斯會再次在意登場嗎？親共率太高的國家都要淪陷了！病毒像野火一樣在意大利蔓延，兩天感染100多例，死亡兩例，學校關閉，囤物資，戴口罩，一夜之間成病毒歐洲橋頭堡！就像去年充當一帶一路歐洲橋頭堡一樣。」圖1：擷自網傳影片圖2：擷自社群平台查核 爭議點一、網傳影片的出處為何？查核中心將網傳影片擷圖，再以圖片反搜，搜尋相同影片，調查此影片最早版本是今年2月22日（太平洋標準時間）上傳到YouTube。爭議點二、此遊行發生的時間和地點為何？（一）查核中心擷取傳言影片中的遊行旗幟，透過以圖反搜工具，可以確認此旗幟為國際反法西斯運動的旗幟。圖3：網傳影片中出現的反法西斯運動旗幟／查核中心製圖（二）查核中心透過義大利查核組織Pagella Politica協助，找到義大利電視台Labaro TV於今年2月22日（太平洋標準時間）於YouTube發布同一日遊行的新聞影片。查核中心比對網傳影片和新聞影片，原始影片出現的棕梠樹、遮陽棚、路邊草叢等街景特徵，都與義大利Labaro TV新聞影片在2分10秒到2分13秒出現的街景相符合。圖4：網傳影片（圖左）中出現的遮陽棚，Labaro TV影片也有出現（圖右）／台灣事實查核中心製圖查核中心進一步以Google Map搜尋，並比對路邊草叢、遮陽棚，確認網傳影片的位置是位於義大利羅馬Via di Valle Melaina街上。圖5：Google Map街景擷圖綜合以上，網傳影片是今年2月22日經過羅馬Via di Valle Melaina街道的遊行。爭議點三、網傳宣稱此遊行為排華，是否屬實？傳言影片並未拍攝到遊行群眾的全貌，也未拍攝所舉的標語，查核中心透過社群平台，搜尋同一場遊行活動的其他照片和資訊。（一）在Labaro TV的新聞影片中，可以擷取到遊行的活動標語，幾乎每個標語都有提及「Valerio Verbano」 。圖6：Labaro TV影片擷圖／查核中心製圖（二）查核中心以關鍵字「Valerio Verbano」，透過tweetdeck，搜尋2月23日（2月23日為查核中心所在的台灣時間，反推義大利時間應為2月22日）此活動的推文。在推特上，可以找到參與此遊行的參與者和組織，發推文討論，並且上傳遊行照片。經查核中心檢索，多則推文均指出，此遊行主要是紀念Valerio Verbano逝世四十周年。儘管有不同組織參與，各組織有不同關懷，但遊行的標語主要是出現反法西斯、女性主義反法西斯等訴求。其中，並沒有反華、排華、仇中等相關標語。圖7：推特擷圖（三）查核中心透過Pagella Politica查核員Alessandro Ciapetti協助解讀此遊行的主題。Alessandro Ciapetti指出，2月22日在羅馬舉行的反法西斯遊行，是為了反對極端右翼，反對激進民族主義，是紀念1980年2月22日遭到極右派份子殺害的勞工自治組織（Workers' Antonomy ）成員Valerio Verbano逝世40周年。參與的組織此事件與排華議題並無任何關聯。（四）查核中心檢索義大利新聞媒體《ilmanifesto》，在2月22日有此遊行的相關報導。內容亦指遊行為紀念Valerio Verbano的40周年遊行。跟排華議題無關。綜合以上， 該影片是今年2月22日在羅馬發生的遊行活動，目的是紀念在1980年2月22日遭極端右翼份子殺害的Valerio Verbano逝世40週年，與排華或是新冠病毒皆無關係。結論一、網傳影片為今年2月22日在羅馬舉行，遊行是紀念40年前遭極右翼恐份份子槍殺的Valerio Verbano，訴求為反法西斯。二、此遊行並不是義大利人排華遊行，也與新冠肺炎議題無關。因此，該影片挪用其他事件，是「錯誤」訊息。參考資料義大利查核組織Pagella Politica報告（在香港，網路上盛傳有關義大利與新冠病毒的假消息）台灣事實查核中心 -2018-,背景 一段 遊行 影片 於 2 月 22 日 開始 流傳 文字 說明 為 義 大利 排華 遊行 影片 中 可以 聽到 一個 男性 旁白 說 完蛋 了 義 大利 要 完蛋 了 排華 了 此 影片 在 社群 平台 流傳 有 貼 文指 稱 繼 韓國 後 意大利 排華 登場 了 多年 來 華 人 自豪 於 中國 強大 兩頭 通 吃 現在 成 了 臭蟲 人人喊打 法西斯 會 再次 在意 登場 嗎 親共率 太 高 的 國家 都 要 淪陷 了 病毒 像 野火 一樣 在 意大利 蔓延 兩天 感染 100 多例 死亡 兩例 學校 關閉 囤 物資 戴 口罩 一夜 之間 成 病毒 歐洲 橋 頭 堡 就 像 去年 充當 一帶 一路 歐洲 橋 頭 堡 一樣 圖 1 擷 自網 傳 影片 圖 2 擷自 社群 平台 查核 爭議 點 一 網傳 影片 的 出處 為何 查核 中心 將網 傳 影片 擷 圖 再以 圖片 反 搜 搜尋 相同 影片 調查 此 影片 最早 版本 是 今年 2 月 22 日 太平洋 標準 時間 上 傳到 YouTube 爭議 點 二 此 遊行 發生 的 時間 和 地點 為何 一 查核 中心 擷取 傳言 影片 中 的 遊行 旗幟 透過 以 圖 反 搜 工具 可以 確認 此 旗幟 為 國際 反法西斯 運動 的 旗幟 圖 3 網傳 影片 中 出現 的 反法西斯 運動 旗幟 查核 中心 製 圖 二 查核 中心 透過 義 大利 查核 組織 Pagella Politica 協助 找到 義 大利 電視台 Labaro TV 於 今年 2 月 22 日 太平洋 標準 時間 於 YouTube 發布 同一 日 遊行 的 新聞 影片 查核 中心 比 對網 傳 影片 和 新聞 影片 原始 影片 出現 的 棕 梠 樹 遮 陽棚 路邊 草叢 等 街景 特徵 都 與 義 大利 Labaro TV 新聞 影片 在 2 分 10 秒 到 2 分 13 秒 出現 的 街景 相符合 圖 4 網傳 影片 圖 左 中 出現 的 遮陽棚 Labaro TV 影片 也 有 出現 圖 右 台灣 事實 查核 中心 製 圖 查核 中心 進 一步 以 Google Map 搜尋 並 比 對 路邊 草叢 遮 陽棚 確認 網傳 影片 的 位置 是 位 於義 大利 羅馬 Via di Valle Melaina 街上 圖 5 Google Map 街景 擷圖 綜合 以上 網傳 影片 是 今年 2 月 22 日 經過 羅馬 Via di Valle Melaina 街道 的 遊行 爭議 點 三 網傳 宣稱 此 遊行 為 排華 是否 屬 實 傳言 影片 並 未 拍 攝到 遊行 群眾 的 全貌 也 未 拍攝 所舉 的 標語 查核 中心 透過 社群 平台 搜尋 同一 場遊行 活動 的 其他 照片 和 資訊 一 在 Labaro TV 的 新聞 影片 中 可以 擷 取到 遊行 的 活動 標語 幾乎 每個 標語 都 有 提及 Valerio Verbano 圖 6 Labaro TV 影片 擷 圖 查核 中心 製 圖 二 查核 中心 以 關鍵 字 Valerio Verbano 透過 tweetdeck 搜尋 2 月 23 日 2 月 23 日 為 查核 中心 所在 的 台灣 時間 反推 義 大利 時間 應為 2 月 22 日 此 活動 的 推文 在 推 特上 可以 找到 參與 此 遊行 的 參與者 和 組織 發推 文討論 並且 上傳 遊行 照片 經 查核 中心 檢索 多 則 推 文均 指出 此 遊行 主要 是 紀念 Valerio Verbano 逝世 四十周年 儘 管 有 不同 組織 參與 各 組織 有 不同 關懷 但 遊行 的 標語 主要 是 出現 反法西斯 女性 主義 反法西斯 等 訴求 其中 並 沒有 反華 排華 仇 中等 相關 標語 圖 7 推特 擷 圖 三 查核 中心 透過 Pagella Politica 查核 員 Alessandro Ciapetti 協助 解讀 此 遊行 的 主題 Alessandro Ciapetti 指出 2 月 22 日 在 羅馬 舉行 的 反法西斯 遊行 是為 了 反對 極 端 右翼 反對 激進 民族 主義 是 紀念 1980 年 2 月 22 日 遭到 右派 份子 殺害 的 勞工 自治 組織 Workers Antonomy 成員 Valerio Verbano 逝世 40 周年 參與 的 組織 此 事件 與 排華 議題 並 無 任何 關聯 四 查核 中心 檢索 義 大利 新聞 媒體 ilmanifesto 在 2 月 22 日 有 此 遊行 的 相關 報導 內容 亦 指 遊行 為 紀念 Valerio Verbano 的 40 周年 遊行 跟 排華 議題 無關 綜合 以上 影片 是 今年 2 月 22 日 在 羅馬 發生 的 遊行 活動 目的 是 紀念 在 1980 年 2 月 22 日 遭極端 右翼 份子 殺害 的 Valerio Verbano 逝世 40 週年 與 排華 或是 新冠 病毒 皆 無 關 係 結論 一 網傳 影片 為 今年 2 月 22 日 在 羅馬 舉行 遊行 是 紀念 40 年前 遭極 右翼 恐份 份子 槍 殺 的 Valerio Verbano 訴求 為 反法西斯 二 此 遊行 並 不是 義 大利 人排華遊行 也 與 新冠 肺炎 議題 無關 因此 影片 挪用 其他 事件 是 錯誤 訊息 參考 資料 義 大利 查核 組織 Pagella Politica 報告 在 香港 網 路上 盛傳有 關義 大利 與 新冠 病毒 的 假消息 台灣 事實 查核 中心 2018
